Series ID,Year,Period,Label,Value
LASST530000000000003,2021,M11,2021 Nov,4.5
LASST530000000000003,2021,M12,2021 Dec,4.5
LASST530000000000003,2022,M01,2022 Jan,4.4
LASST530000000000003,2022,M02,2022 Feb,4.3
LASST530000000000003,2022,M03,2022 Mar,4.1
LASST530000000000003,2022,M04,2022 Apr,4.1
LASST530000000000003,2022,M05,2022 May,3.9
LASST530000000000003,2022,M06,2022 Jun,3.8
LASST530000000000003,2022,M07,2022 Jul,3.7
LASST530000000000003,2022,M08,2022 Aug,3.7
LASST530000000000003,2022,M09,2022 Sep,3.7
LASST530000000000003,2022,M10,2022 Oct,3.8
LASST540000000000003,2020,M01,2020 Jan,5.1
LASST540000000000003,2020,M02,2020 Feb,5.1
LASST540000000000003,2020,M03,2020 Mar,5.2
LASST540000000000003,2020,M04,2020 Apr,15.5
LASST540000000000003,2020,M05,2020 May,12.2
LASST540000000000003,2020,M06,2020 Jun,10.4
LASST540000000000003,2020,M07,2020 Jul,9.4
LASST540000000000003,2020,M08,2020 Aug,8.3
LASST540000000000003,2020,M09,2020 Sep,7.6
LASST540000000000003,2020,M10,2020 Oct,6.9
LASST540000000000003,2020,M11,2020 Nov,6.5
LASST540000000000003,2020,M12,2020 Dec,6.2
LASST540000000000003,2021,M01,2021 Jan,5.9
LASST540000000000003,2021,M02,2021 Feb,5.8
LASST540000000000003,2021,M03,2021 Mar,5.6
LASST540000000000003,2021,M04,2021 Apr,5.5
LASST540000000000003,2021,M05,2021 May,5.4
LASST540000000000003,2021,M06,2021 Jun,5.3
LASST540000000000003,2021,M07,2021 Jul,5.1
LASST540000000000003,2021,M08,2021 Aug,4.8
LASST540000000000003,2021,M09,2021 Sep,4.6
LASST540000000000003,2021,M10,2021 Oct,4.3
LASST540000000000003,2021,M11,2021 Nov,4.3
LASST540000000000003,2021,M12,2021 Dec,4.3
LASST540000000000003,2022,M01,2022 Jan,4.1
LASST540000000000003,2022,M02,2022 Feb,3.9
LASST540000000000003,2022,M03,2022 Mar,3.7
LASST540000000000003,2022,M04,2022 Apr,3.6
LASST540000000000003,2022,M05,2022 May,3.5
LASST540000000000003,2022,M06,2022 Jun,3.6
LASST540000000000003,2022,M07,2022 Jul,3.7
LASST540000000000003,2022,M08,2022 Aug,3.9
LASST540000000000003,2022,M09,2022 Sep,4.0
LASST540000000000003,2022,M10,2022 Oct,4.0
LASST550000000000003,2020,M01,2020 Jan,3.1
LASST550000000000003,2020,M02,2020 Feb,3.0
LASST550000000000003,2020,M03,2020 Mar,2.9
LASST550000000000003,2020,M04,2020 Apr,14.1
LASST550000000000003,2020,M05,2020 May,10.4
LASST550000000000003,2020,M06,2020 Jun,8.6
LASST550000000000003,2020,M07,2020 Jul,7.6
LASST550000000000003,2020,M08,2020 Aug,6.2
LASST550000000000003,2020,M09,2020 Sep,5.7
LASST550000000000003,2020,M10,2020 Oct,5.0
LASST550000000000003,2020,M11,2020 Nov,4.8
LASST550000000000003,2020,M12,2020 Dec,4.7
LASST550000000000003,2021,M01,2021 Jan,4.5
LASST550000000000003,2021,M02,2021 Feb,4.4
LASST550000000000003,2021,M03,2021 Mar,4.3
LASST550000000000003,2021,M04,2021 Apr,4.3
LASST550000000000003,2021,M05,2021 May,4.1
LASST550000000000003,2021,M06,2021 Jun,4.0
LASST550000000000003,2021,M07,2021 Jul,3.8
LASST550000000000003,2021,M08,2021 Aug,3.6
LASST550000000000003,2021,M09,2021 Sep,3.4
LASST550000000000003,2021,M10,2021 Oct,3.2
LASST550000000000003,2021,M11,2021 Nov,3.1
LASST550000000000003,2021,M12,2021 Dec,3.1
LASST550000000000003,2022,M01,2022 Jan,3.0
LASST550000000000003,2022,M02,2022 Feb,2.9
LASST550000000000003,2022,M03,2022 Mar,2.8
LASST550000000000003,2022,M04,2022 Apr,2.8
LASST550000000000003,2022,M05,2022 May,2.9
LASST550000000000003,2022,M06,2022 Jun,2.9
LASST550000000000003,2022,M07,2022 Jul,3.0
LASST550000000000003,2022,M08,2022 Aug,3.1
LASST550000000000003,2022,M09,2022 Sep,3.2
LASST550000000000003,2022,M10,2022 Oct,3.3
LASST560000000000003,2020,M01,2020 Jan,4.7
LASST560000000000003,2020,M02,2020 Feb,4.9
LASST560000000000003,2020,M03,2020 Mar,5.2
LASST560000000000003,2020,M04,2020 Apr,5.4
LASST560000000000003,2020,M05,2020 May,8.6
LASST560000000000003,2020,M06,2020 Jun,7.2
LASST560000000000003,2020,M07,2020 Jul,6.6
LASST560000000000003,2020,M08,2020 Aug,5.9
LASST560000000000003,2020,M09,2020 Sep,5.6
LASST560000000000003,2020,M10,2020 Oct,5.3
LASST560000000000003,2020,M11,2020 Nov,5.2
LASST560000000000003,2020,M12,2020 Dec,5.1
LASST560000000000003,2021,M01,2021 Jan,5.1
LASST560000000000003,2021,M02,2021 Feb,5.0
LASST560000000000003,2021,M03,2021 Mar,5.0
LASST560000000000003,2021,M04,2021 Apr,4.8
LASST560000000000003,2021,M05,2021 May,4.7
LASST560000000000003,2021,M06,2021 Jun,4.6
LASST560000000000003,2021,M07,2021 Jul,4.5
LASST560000000000003,2021,M08,2021 Aug,4.3
LASST560000000000003,2021,M09,2021 Sep,4.2
LASST560000000000003,2021,M10,2021 Oct,4.0
LASST560000000000003,2021,M11,2021 Nov,4.0
LASST560000000000003,2021,M12,2021 Dec,4.0
LASST560000000000003,2022,M01,2022 Jan,3.8
LASST560000000000003,2022,M02,2022 Feb,3.6
LASST560000000000003,2022,M03,2022 Mar,3.4
LASST560000000000003,2022,M04,2022 Apr,3.3
LASST560000000000003,2022,M05,2022 May,3.2
LASST560000000000003,2022,M06,2022 Jun,3.1
LASST560000000000003,2022,M07,2022 Jul,3.0
LASST560000000000003,2022,M08,2022 Aug,3.1
LASST560000000000003,2022,M09,2022 Sep,3.3
LASST560000000000003,2022,M10,2022 Oct,3.5
LASST720000000000003,2020,M01,2020 Jan,9.1
LASST720000000000003,2020,M02,2020 Feb,9.1
LASST720000000000003,2020,M03,2020 Mar,-
LASST720000000000003,2020,M04,2020 Apr,-
LASST720000000000003,2020,M05,2020 May,8.9
LASST720000000000003,2020,M06,2020 Jun,8.2
LASST720000000000003,2020,M07,2020 Jul,8.2
LASST720000000000003,2020,M08,2020 Aug,8.3
LASST720000000000003,2020,M09,2020 Sep,8.6
LASST720000000000003,2020,M10,2020 Oct,9.0
LASST720000000000003,2020,M11,2020 Nov,9.3
LASST720000000000003,2020,M12,2020 Dec,9.3
LASST720000000000003,2021,M01,2021 Jan,9.0
LASST720000000000003,2021,M02,2021 Feb,8.5
LASST720000000000003,2021,M03,2021 Mar,8.2
LASST720000000000003,2021,M04,2021 Apr,8.0
LASST720000000000003,2021,M05,2021 May,8.1
LASST720000000000003,2021,M06,2021 Jun,8.3
LASST720000000000003,2021,M07,2021 Jul,8.3
LASST720000000000003,2021,M08,2021 Aug,8.2
LASST720000000000003,2021,M09,2021 Sep,7.8
LASST720000000000003,2021,M10,2021 Oct,7.5
LASST720000000000003,2021,M11,2021 Nov,7.5
LASST720000000000003,2021,M12,2021 Dec,7.5
LASST720000000000003,2022,M01,2022 Jan,7.1
LASST720000000000003,2022,M02,2022 Feb,6.8
LASST720000000000003,2022,M03,2022 Mar,6.5
LASST720000000000003,2022,M04,2022 Apr,6.4
LASST720000000000003,2022,M05,2022 May,6.2
LASST720000000000003,2022,M06,2022 Jun,6.1
LASST720000000000003,2022,M07,2022 Jul,5.9
LASST720000000000003,2022,M08,2022 Aug,5.8
LASST720000000000003,2022,M09,2022 Sep,-
LASST720000000000003,2022,M10,2022 Oct,-
